id,2016,2015,2010,2000
4,68,69,71,73
8,33,33,38,43
12,43,44,45,52
24,71,72,75,79
10,0,0,0,0
32,41,42,42,45
51,43,44,40,52
36,28,28,29,32
40,28,28,33,35
31,55,54,50,62
44,51,52,56,57
50,52,52,54,60
112,51,51,50,55
56,29,29,29,33
84,52,52,49,48
204,70,71,72,71
64,61,62,64,70
68,52,53,57,60
70,36,37,38,54
72,59,60,62,66
76,52,53,54,60
96,58,57,55,55
100,40,40,39,42
854,72,73,72,71
108,71,71,68,67
116,62,63,64,70
120,70,71,72,73
124,32,32,33,34
140,66,67,68,68
148,76,76,76,75
152,41,41,42,44
156,39,39,38,44
170,49,49,48,48
178,60,61,63,66
180,68,69,69,71
188,43,43,44,46
384,73,73,74,72
191,35,35,36,48
192,38,38,37,39
196,28,29,31,29
203,37,38,42,43
208,29,30,34,33
262,65,65,66,73
214,49,49,49,56
218,45,47,50,56
818,60,59,58,58
222,48,49,51,59
226,70,71,71,71
232,63,64,68,73
233,42,41,42,54
231,62,62,65,70
238,0,0,0,0
242,64,66,69,70
246,31,32,35,39
250,31,32,33,35
260,0,0,0,0
266,53,53,52,52
270,64,65,65,66
268,41,41,39,47
276,27,28,31,40
288,63,64,62,62
300,27,26,27,31
304,0,0,0,0
320,54,55,57,66
324,65,66,68,67
624,66,67,68,69
328,65,66,61,65
332,60,60,61,60
340,49,48,48,52
348,44,44,46,50
352,23,24,25,27
356,60,60,61,64
360,60,60,59,60
364,35,34,38,50
368,56,57,57,53
372,30,31,33,34
376,31,31,31,33
380,21,22,23,30
388,33,33,32,35
392,22,23,28,37
400,49,50,52,57
398,58,59,59,65
404,63,63,63,65
408,51,53,61,72
410,38,40,45,58
414,68,68,63,69
417,59,60,56,62
418,60,61,61,66
428,43,43,46,54
422,34,35,37,42
426,54,55,54,55
430,61,61,64,67
434,48,46,49,56
440,42,43,46,51
442,30,29,31,37
807,0,0,0,0
450,63,64,64,65
454,59,60,63,68
458,52,53,53,54
466,67,67,67,66
478,64,64,63,64
484,50,50,50,55
498,53,53,52,54
496,67,67,67,62
499,39,39,38,48
504,34,35,36,52
508,66,67,69,74
104,60,60,59,60
516,57,58,59,60
524,51,52,56,67
528,28,28,31,34
540,0,0,0,0
554,28,29,31,33
558,55,56,57,65
562,72,73,74,77
566,71,72,73,75
578,27,27,28,27
512,63,63,62,66
586,54,55,56,58
275,0,0,0,0
591,44,44,44,47
598,69,69,70,73
600,49,50,51,56
604,47,48,49,55
608,69,69,69,69
616,46,47,46,51
620,29,29,30,34
630,0,0,0,0
634,74,74,69,63
642,41,40,41,48
643,55,55,55,63
646,67,67,67,71
682,55,55,52,52
686,60,61,62,69
688,36,38,37,47
694,75,76,79,82
703,46,47,47,48
705,35,35,38,47
90,54,55,56,65
706,72,73,75,75
710,62,62,63,64
728,63,64,68,74
724,26,26,28,32
144,53,54,52,53
729,64,64,66,69
740,54,54,53,57
748,0,0,0,0
752,22,22,24,23
756,25,25,27,30
760,50,50,52,54
158,0,0,0,0
762,52,52,50,61
834,60,60,61,70
764,50,50,52,59
626,61,63,66,79
768,67,68,69,68
780,50,51,51,52
788,39,39,37,45
792,43,44,47,57
795,66,67,62,67
800,70,71,70,73
804,47,48,46,56
784,79,79,82,76
826,26,27,29,32
840,40,39,39,36
858,35,35,35,41
860,56,55,54,62
548,54,55,58,53
862,53,53,54,59
704,55,55,52,52
732,0,0,0,0
887,64,65,65,64
894,67,67,69,73
716,60,61,62,62
