id,2016,2015,2014,2013,2012,2011,2010
634,90.9,90.9,90.9,90.9,90.8,86.7,86.6
642,86.7,86.7,86.7,86.7,86.7,88.2,88.2
643,88.3,88.3,88.3,88.3,88.2,0,0
646,0,0,0,0,0,0,0
682,0,0,0,0,0,92.1,92.1
686,92.2,92.2,92.2,92.2,92.1,0,0
688,0,0,0,0,0,0,0
694,0,0,0,0,0,77.8,77.8
703,77.8,77.8,77.8,77.8,77.8,85.4,85.4
705,85.6,85.5,85.5,85.5,85.4,85.3,85.3
90,85.4,85.4,85.4,85.4,85.3,0,0
706,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0
728,0,0,0,0,0,83.9,83.9
724,83.8,83.8,83.9,83.9,83.9,88.7,88.7
144,88.7,88.7,88.7,88.7,88.7,90.9,90.9
729,91,91,91,91,90.9,84.7,84.7
740,84.6,84.6,84.6,84.6,84.6,0,0
748,0,0,0,0,0,87.1,87.1
752,87.3,87.3,87.3,87.2,87.2,88.9,88.9
756,89.1,89,89,89,88.9,91,90.9
760,91.1,91.1,91.1,91,91,0,0
158,0,0,0,0,0,0,0
762,0,0,0,0,0,86,86
834,86,86,86,86,86,85.1,85.1
764,85,85,85,85.1,85.1,93.2,93.1
626,93.4,93.3,93.3,93.3,93.2,0,0
768,0,0,0,0,0,85.6,85.6
780,85.6,85.6,85.6,85.6,85.6,88.4,88.4
788,88.4,88.4,88.4,88.4,88.4,86.1,86.1
792,86.1,86.1,86.1,86.1,86.1,0,0
795,0,0,0,0,0,87.3,87.3
800,87.3,87.3,87.3,87.3,87.3,83.2,83.2
804,83,83,83.1,83.1,83.1,86.8,86.8
784,86.9,86.9,86.9,86.9,86.8,85.4,85.3
826,85.4,85.4,85.4,85.4,85.4,80.6,80.6
840,80.5,80.5,80.5,80.5,80.5,89.3,89.3
858,89.4,89.4,89.3,89.3,89.3,0,0
860,0,0,0,0,0,88.9,88.8
548,89,89,89,88.9,88.9,92.8,92.8
862,92.9,92.9,92.9,92.8,92.8,90.5,90.5
704,90.6,90.6,90.6,90.6,90.5,0,0
732,0,0,0,0,0,89.4,89.4
887,89.6,89.5,89.5,89.5,89.4,89,89
894,89.1,89.1,89.1,89,89,88.6,88.6
716,88.6,88.6,88.6,88.6,88.6,88.6,88.6
